PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV,year,month,day,time,station_number,station_latitude,station_longitude
50.0,20370,-66.1,-94.1,1,0.00,10,4,487.3,487.3,487.3,2016,12,02,12Z,3953,51.93,-10.25
46.0,20873,-67.0,-94.7,1,0.00,0,10,496.8,496.8,496.8,2016,12,02,12Z,3953,51.93,-10.25
42.0,21421,-68.0,-95.3,1,0.00,285,12,507.4,507.4,507.4,2016,12,02,12Z,3953,51.93,-10.25
39.5,21791,-68.7,-95.7,1,0.00,294,12,514.7,514.7,514.7,2016,12,02,12Z,3953,51.93,-10.25
33.9,22710,-66.9,-93.9,1,0.00,317,12,542.4,542.4,542.4,2016,12,02,12Z,3953,51.93,-10.25
30.0,23440,-71.7,-97.7,1,0.00,335,12,548.6,548.6,548.6,2016,12,02,12Z,3953,51.93,-10.25
27.0,24064,-70.8,-97.3,1,0.00,0,23,567.9,567.9,567.9,2016,12,02,12Z,3953,51.93,-10.25
23.6,24862,-69.7,-96.7,1,0.00,321,23,593.4,593.4,593.4,2016,12,02,12Z,3953,51.93,-10.25
22.0,25277,-71.1,-97.6,1,0.00,300,23,601.4,601.4,601.4,2016,12,02,12Z,3953,51.93,-10.25
20.0,25840,-72.9,-98.9,1,0.00,330,27,612.3,612.4,612.3,2016,12,02,12Z,3953,51.93,-10.25
19.7,25928,-73.7,-98.7,1,0.00,327,27,612.5,612.5,612.5,2016,12,02,12Z,3953,51.93,-10.25
17.0,26788,-73.7,-98.7,1,0.00,295,23,638.9,638.9,638.9,2016,12,02,12Z,3953,51.93,-10.25
16.1,27105,-73.7,-98.7,1,0.00,294,27,648.9,648.9,648.9,2016,12,02,12Z,3953,51.93,-10.25
14.1,27887,-69.7,-96.7,1,0.00,291,36,687.5,687.5,687.5,2016,12,02,12Z,3953,51.93,-10.25
12.4,28646,-72.5,-98.5,1,0.00,289,44,703.4,703.4,703.4,2016,12,02,12Z,3953,51.93,-10.25
12.1,28790,-69.7,-96.7,1,0.00,289,46,718.2,718.2,718.2,2016,12,02,12Z,3953,51.93,-10.25
10.0,29930,-67.7,-94.7,1,0.00,285,58,765.8,765.9,765.8,2016,12,02,12Z,3953,51.93,-10.25
9.0,30573,-66.5,-93.9,1,0.01,270,76,793.7,793.8,793.7,2016,12,02,12Z,3953,51.93,-10.25
8.0,31292,-65.2,-93.0,1,0.01,275,72,826.0,826.1,826.0,2016,12,02,12Z,3953,51.93,-10.25
6.0,33048,-62.1,-90.9,1,0.02,270,99,910.5,910.7,910.5,2016,12,02,12Z,3953,51.93,-10.25
5.7,33362,-61.5,-90.5,1,0.02,,,926.4,926.7,926.4,2016,12,02,12Z,3953,51.93,-10.25
1021.0,30,8.8,2.8,66,4.61,90,8,280.3,293.2,281.1,2016,12,03,00Z,3953,51.93,-10.25
1014.0,82,9.8,-6.2,32,2.38,93,10,281.8,288.8,282.2,2016,12,03,00Z,3953,51.93,-10.25
1000.0,188,8.2,-0.8,53,3.62,100,16,281.4,291.7,282.0,2016,12,03,00Z,3953,51.93,-10.25
966.0,471,5.7,-1.5,60,3.56,130,19,281.6,291.8,282.2,2016,12,03,00Z,3953,51.93,-10.25
925.0,825,2.6,-2.4,70,3.48,145,16,282.0,291.9,282.6,2016,12,03,00Z,3953,51.93,-10.25
874.0,1280,-1.9,-3.0,92,3.52,135,14,281.9,292.0,282.5,2016,12,03,00Z,3953,51.93,-10.25
850.0,1501,-3.5,-4.0,96,3.36,130,14,282.5,292.1,283.0,2016,12,03,00Z,3953,51.93,-10.25
838.0,1613,-4.7,-11.7,58,1.87,130,13,282.4,287.9,282.7,2016,12,03,00Z,3953,51.93,-10.25
818.0,1805,1.2,-24.8,12,0.63,131,13,290.6,292.6,290.7,2016,12,03,00Z,3953,51.93,-10.25
